Participant,Difficulty,Technique,Time
s0566,Level2,A,2.01
s0566,Level2,B,1.37
s0566,Level2,C,1.6
s0566,Level3,A,0.89
s0566,Level3,B,1.21
s0566,Level3,C,0.89
s0566,Level4,A,6.77
s0566,Level4,B,13.77
s0566,Level4,C,8.44
s0567,Level1,A,1.19
s0567,Level1,B,0.45
s0567,Level1,C,0.94
s0567,Level2,A,0.45
s0567,Level2,B,0.43
s0567,Level2,C,0.62
s0567,Level3,A,1.44
s0567,Level3,B,0.5
s0567,Level3,C,0.78
s0567,Level4,A,6.75
s0567,Level4,B,2.17
s0567,Level4,C,4.84
s0568,Level1,A,0.38
s0568,Level1,B,0.32
s0568,Level1,C,0.51
s0568,Level2,A,0.58
s0568,Level2,B,0.6
s0568,Level2,C,0.59
s0568,Level3,A,0.43
s0568,Level3,B,0.35
s0568,Level3,C,0.55
s0568,Level4,A,4.61
s0568,Level4,B,3.26
s0568,Level4,C,1.63
s0569,Level1,A,0.26
s0569,Level1,B,0.31
s0569,Level1,C,0.42
s0569,Level2,A,0.28
s0569,Level2,B,0.29
s0569,Level2,C,0.58
s0569,Level3,A,0.29
s0569,Level3,B,0.23
s0569,Level3,C,0.69
s0569,Level4,A,0.94
s0569,Level4,B,1.84
s0569,Level4,C,1.55
s0570,Level1,A,1.03
s0570,Level1,B,2.04
s0570,Level1,C,1.14
s0570,Level2,A,2.21
s0570,Level2,B,1.25
s0570,Level2,C,1.87
s0570,Level3,A,1.65
s0570,Level3,B,0.97
s0570,Level3,C,1.27
s0570,Level4,A,8.73
s0570,Level4,B,8.58
s0570,Level4,C,11.57
s0571,Level1,A,0.57
s0571,Level1,B,0.26
s0571,Level1,C,0.44
s0571,Level2,A,1.25
s0571,Level2,B,0.94
s0571,Level2,C,0.54
s0571,Level3,A,1.23
s0571,Level3,B,0.9
s0571,Level3,C,0.58
s0571,Level4,A,3.64
s0571,Level4,B,8.81
s0571,Level4,C,9.35
s0572,Level1,A,0.45
s0572,Level1,B,1.32
s0572,Level1,C,0.59
s0572,Level2,A,1.02
s0572,Level2,B,0.97
s0572,Level2,C,0.55
s0572,Level3,A,0.81
s0572,Level3,B,0.65
s0572,Level3,C,0.64
s0572,Level4,A,2.41
s0572,Level4,B,4.37
s0572,Level4,C,3.4
s0573,Level1,A,0.99
s0573,Level1,B,1.05
s0573,Level1,C,0.75
s0573,Level2,A,0.86
s0573,Level2,B,2.77
s0573,Level2,C,0.95
s0573,Level3,A,0.77
s0573,Level3,B,1.13
s0573,Level3,C,1.43
s0573,Level4,A,5.86
s0573,Level4,B,10.39
s0573,Level4,C,11.54
s0574,Level1,A,1.14
s0574,Level1,B,1.34
s0574,Level1,C,1.29
s0574,Level2,A,1.3
s0574,Level2,B,4.61
s0574,Level2,C,3.26
s0574,Level3,A,3.07
s0574,Level3,B,0.96
s0574,Level3,C,1.26
s0574,Level4,A,8.34
s0574,Level4,B,6.99
s0574,Level4,C,4.33
s0575,Level1,A,0.66
s0575,Level1,B,0.61
s0575,Level1,C,1.04
s0575,Level2,A,0.51
s0575,Level2,B,0.5
s0575,Level2,C,0.99
s0575,Level3,A,1.05
s0575,Level3,B,2.4
s0575,Level3,C,0.77
s0575,Level4,A,20.98
s0575,Level4,B,4.61
s0575,Level4,C,2.98
s0576,Level1,A,0.85
s0576,Level1,B,0.37
s0576,Level1,C,0.3
s0576,Level2,A,0.93
s0576,Level2,B,1.3
s0576,Level2,C,0.86
s0576,Level3,A,0.74
s0576,Level3,B,0.29
s0576,Level3,C,0.46
s0576,Level4,A,4.44
s0576,Level4,B,5.7
s0576,Level4,C,4.89
s0577,Level1,A,0.65
s0577,Level1,B,0.79
s0577,Level1,C,0.73
s0577,Level2,A,2.06
s0577,Level2,B,0.35
s0577,Level2,C,0.5
s0577,Level3,A,0.49
s0577,Level3,B,1.25
s0577,Level3,C,0.4
s0577,Level4,A,7.18
s0577,Level4,B,3.62
s0577,Level4,C,6.36
s0578,Level1,A,0.35
s0578,Level1,B,1.03
s0578,Level1,C,1.31
s0578,Level2,A,0.62
s0578,Level2,B,0.42
s0578,Level2,C,0.99
s0578,Level3,A,1.34
s0578,Level3,B,1.49
s0578,Level3,C,0.56
s0578,Level4,A,1.77
s0578,Level4,B,1.8
s0578,Level4,C,2.71
s0579,Level1,A,0.59
s0579,Level1,B,0.68
s0579,Level1,C,0.3
s0579,Level2,A,1.15
s0579,Level2,B,0.53
s0579,Level2,C,1.13
s0579,Level3,A,0.22
s0579,Level3,B,0.38
s0579,Level3,C,0.54
s0579,Level4,A,7.26
s0579,Level4,B,4.83
s0579,Level4,C,6.72
s0580,Level1,A,2.43
s0580,Level1,B,1.1
s0580,Level1,C,0.73
s0580,Level2,A,1.54
s0580,Level2,B,0.84
s0580,Level2,C,1.18
s0580,Level3,A,0.59
s0580,Level3,B,0.43
s0580,Level3,C,1.04
s0580,Level4,A,4.57
s0580,Level4,B,2.72
s0580,Level4,C,5.88
s0581,Level1,A,2.12
s0581,Level1,B,3.44
s0581,Level1,C,1.41
s0581,Level2,A,1.11
s0581,Level2,B,1.79
s0581,Level2,C,2.26
s0581,Level3,A,2.04
s0581,Level3,B,0.91
s0581,Level3,C,1.4
s0581,Level4,A,15.72
s0581,Level4,B,7.46
s0581,Level4,C,8.77
s0582,Level1,A,0.81
s0582,Level1,B,0.43
s0582,Level1,C,0.57
s0582,Level2,A,0.65
s0582,Level2,B,0.88
s0582,Level2,C,0.86
s0582,Level3,A,0.49
s0582,Level3,B,0.71
s0582,Level3,C,0.67
s0582,Level4,A,4.32
s0582,Level4,B,5.14
s0582,Level4,C,2.78
s0583,Level1,A,1.62
s0583,Level1,B,2.45
s0583,Level1,C,2.16
s0583,Level2,A,1.47
s0583,Level2,B,3.06
s0583,Level2,C,1.78
s0583,Level3,A,1.61
s0583,Level3,B,1.41
s0583,Level3,C,1.6
s0583,Level4,A,9.82
s0583,Level4,B,6.22
s0583,Level4,C,6.49
s0584,Level1,A,1.79
s0584,Level1,B,0.42
s0584,Level1,C,0.53
s0584,Level2,A,0.33
s0584,Level2,B,0.4
s0584,Level2,C,0.89
s0584,Level3,A,0.72
s0584,Level3,B,0.68
s0584,Level3,C,0.66
s0584,Level4,A,3.79
s0584,Level4,B,3.37
s0584,Level4,C,8.96
s0585,Level1,A,1.27
s0585,Level1,B,0.72
s0585,Level1,C,0.9
s0585,Level2,A,0.49
s0585,Level2,B,0.41
s0585,Level2,C,0.59
s0585,Level3,A,0.9
s0585,Level3,B,0.8
s0585,Level3,C,0.97
s0585,Level4,A,2.88
s0585,Level4,B,3.16
s0585,Level4,C,8.48
s0586,Level1,A,0.55
s0586,Level1,B,0.67
s0586,Level1,C,0.53
s0586,Level2,A,0.45
s0586,Level2,B,1.11
s0586,Level2,C,0.59
s0586,Level3,A,0.48
s0586,Level3,B,0.39
s0586,Level3,C,0.88
s0586,Level4,A,3.01
s0586,Level4,B,5.03
s0586,Level4,C,5.43
s0587,Level1,A,0.79
s0587,Level1,B,0.67
s0587,Level1,C,0.54
s0587,Level2,A,0.99
s0587,Level2,B,1
s0587,Level2,C,1.08
s0587,Level3,A,0.61
s0587,Level3,B,1.11
s0587,Level3,C,1.05
s0587,Level4,A,2.83
s0587,Level4,B,5.27
s0587,Level4,C,3.65
s0588,Level1,A,0.31
s0588,Level1,B,0.5
s0588,Level1,C,0.44
s0588,Level2,A,0.34
s0588,Level2,B,0.72
s0588,Level2,C,0.8
s0588,Level3,A,0.35
s0588,Level3,B,0.52
s0588,Level3,C,0.79
s0588,Level4,A,3.17
s0588,Level4,B,5.51
s0588,Level4,C,3.86
s0589,Level1,A,0.95
s0589,Level1,B,1.14
s0589,Level1,C,2.06
s0589,Level2,A,1.48
s0589,Level2,B,0.53
s0589,Level2,C,1.13
s0589,Level3,A,1.32
s0589,Level3,B,2.46
s0589,Level3,C,0.99
s0589,Level4,A,17.2
s0589,Level4,B,13.43
s0589,Level4,C,9.54
s0590,Level1,A,0.66
s0590,Level1,B,1.1
s0590,Level1,C,0.9
s0590,Level2,A,0.76
s0590,Level2,B,0.8
s0590,Level2,C,0.41
s0590,Level3,A,1.06
s0590,Level3,B,0.36
s0590,Level3,C,0.86
s0590,Level4,A,1.85
s0590,Level4,B,3.87
s0590,Level4,C,3.48
s0591,Level1,A,0.27
s0591,Level1,B,0.52
s0591,Level1,C,0.49
s0591,Level2,A,0.24
s0591,Level2,B,0.45
s0591,Level2,C,0.88
s0591,Level3,A,1.67
s0591,Level3,B,0.53
s0591,Level3,C,0.74
s0591,Level4,A,3.21
s0591,Level4,B,4.25
s0591,Level4,C,4.33
s0592,Level1,A,0.71
s0592,Level1,B,1.02
s0592,Level1,C,0.46
s0592,Level2,A,0.43
s0592,Level2,B,0.87
s0592,Level2,C,0.34
s0592,Level3,A,0.63
s0592,Level3,B,0.6
s0592,Level3,C,0.16
s0592,Level4,A,4.88
s0592,Level4,B,7.17
s0592,Level4,C,3.17
s0593,Level1,A,0.41
s0593,Level1,B,0.46
s0593,Level1,C,1.06
s0593,Level2,A,0.26
s0593,Level2,B,0.79
s0593,Level2,C,0.63
s0593,Level3,A,0.74
s0593,Level3,B,0.48
s0593,Level3,C,0.52
s0593,Level4,A,3.2
s0593,Level4,B,9.21
s0593,Level4,C,4.54
s0594,Level1,A,4.5
s0594,Level1,B,2.53
s0594,Level1,C,2.3
s0594,Level2,A,1.92
s0594,Level2,B,1.97
s0594,Level2,C,2.03
s0594,Level3,A,2.18
s0594,Level3,B,1.33
s0594,Level3,C,3.98
s0594,Level4,A,5.86
s0594,Level4,B,10.58
s0594,Level4,C,7.09
s0595,Level1,A,0.54
s0595,Level1,B,0.54
s0595,Level1,C,0.82
s0595,Level2,A,1.38
s0595,Level2,B,1.28
s0595,Level2,C,1.32
s0595,Level3,A,0.53
s0595,Level3,B,1.28
s0595,Level3,C,0.72
s0595,Level4,A,4.8
s0595,Level4,B,10.11
s0595,Level4,C,3.43
s0596,Level1,A,0.43
s0596,Level1,B,0.34
s0596,Level1,C,0.75
s0596,Level2,A,0.93
s0596,Level2,B,1.08
s0596,Level2,C,0.47
s0596,Level3,A,0.87
s0596,Level3,B,0.43
s0596,Level3,C,0.67
s0596,Level4,A,2.07
s0596,Level4,B,4.24
s0596,Level4,C,2.3
s0597,Level1,A,0.41
s0597,Level1,B,1.03
s0597,Level1,C,0.59
s0597,Level2,A,0.83
s0597,Level2,B,0.67
s0597,Level2,C,0.26
s0597,Level3,A,0.88
s0597,Level3,B,0.34
s0597,Level3,C,0.8
s0597,Level4,A,1.95
s0597,Level4,B,3.52
s0597,Level4,C,4.13
s0598,Level1,A,1.41
s0598,Level1,B,1.57
s0598,Level1,C,1.85
s0598,Level2,A,3.16
s0598,Level2,B,1.21
s0598,Level2,C,1.89
s0598,Level3,A,1.6
s0598,Level3,B,1.2
s0598,Level3,C,1.45
s0598,Level4,A,15.73
s0598,Level4,B,6.41
s0598,Level4,C,21.12
s0599,Level1,A,0.54
s0599,Level1,B,0.38
s0599,Level1,C,0.43
s0599,Level2,A,0.32
s0599,Level2,B,0.24
s0599,Level2,C,0.4
s0599,Level3,A,0.55
s0599,Level3,B,1.38
s0599,Level3,C,0.36
s0599,Level4,A,3.69
s0599,Level4,B,1.77
s0599,Level4,C,1.81
s0600,Level1,A,0.64
s0600,Level1,B,1.64
s0600,Level1,C,0.87
s0600,Level2,A,1.3
s0600,Level2,B,0.68
s0600,Level2,C,0.81
s0600,Level3,A,0.89
s0600,Level3,B,0.89
s0600,Level3,C,0.4
s0600,Level4,A,8.25
s0600,Level4,B,6.68
s0600,Level4,C,3.23
s0601,Level1,A,0.53
s0601,Level1,B,0.47
s0601,Level1,C,0.62
s0601,Level2,A,0.57
s0601,Level2,B,1.05
s0601,Level2,C,0.58
s0601,Level3,A,0.79
s0601,Level3,B,0.26
s0601,Level3,C,1.23
s0601,Level4,A,3.24
s0601,Level4,B,2.88
s0601,Level4,C,8.6
s0602,Level1,A,0.77
s0602,Level1,B,0.43
s0602,Level1,C,0.22
s0602,Level2,A,0.51
s0602,Level2,B,0.47
s0602,Level2,C,0.86
s0602,Level3,A,0.88
s0602,Level3,B,1.28
s0602,Level3,C,0.92
s0602,Level4,A,3.25
s0602,Level4,B,3.81
s0602,Level4,C,2.57
s0603,Level1,A,2.79
s0603,Level1,B,1.47
s0603,Level1,C,0.65
s0603,Level2,A,0.68
s0603,Level2,B,1.07
s0603,Level2,C,0.74
s0603,Level3,A,1.89
s0603,Level3,B,0.62
s0603,Level3,C,1.43
s0603,Level4,A,8.37
s0603,Level4,B,10.57
s0603,Level4,C,4.12
s0604,Level1,A,0.5
s0604,Level1,B,0.36
s0604,Level1,C,0.55
s0604,Level2,A,0.26
s0604,Level2,B,0.33
s0604,Level2,C,0.35
s0604,Level3,A,0.29
s0604,Level3,B,0.29
s0604,Level3,C,0.24
s0604,Level4,A,2.01
s0604,Level4,B,1.22
s0604,Level4,C,4.7
s0605,Level1,A,1.18
s0605,Level1,B,1.08
s0605,Level1,C,0.31
s0605,Level2,A,0.46
s0605,Level2,B,0.99
s0605,Level2,C,0.94
s0605,Level3,A,1.62
s0605,Level3,B,0.41
s0605,Level3,C,0.4
s0605,Level4,A,8.04
s0605,Level4,B,2.15
s0605,Level4,C,3.91
s0606,Level1,A,0.23
s0606,Level1,B,0.42
s0606,Level1,C,0.33
s0606,Level2,A,0.31
s0606,Level2,B,0.47
s0606,Level2,C,0.45
s0606,Level3,A,0.47
s0606,Level3,B,0.69
s0606,Level3,C,0.22
s0606,Level4,A,1.76
s0606,Level4,B,1.21
s0606,Level4,C,2.53
s0607,Level1,A,1.47
s0607,Level1,B,1.02
s0607,Level1,C,1.33
s0607,Level2,A,1.04
s0607,Level2,B,0.75
s0607,Level2,C,1.24
s0607,Level3,A,2.31
s0607,Level3,B,1.68
s0607,Level3,C,1.91
s0607,Level4,A,16.61
s0607,Level4,B,3.53
s0607,Level4,C,7.42
s0608,Level1,A,0.47
s0608,Level1,B,0.39
s0608,Level1,C,0.47
s0608,Level2,A,1.32
s0608,Level2,B,0.35
s0608,Level2,C,0.4
s0608,Level3,A,0.41
s0608,Level3,B,0.26
s0608,Level3,C,0.53
s0608,Level4,A,0.82
s0608,Level4,B,0.88
s0608,Level4,C,2.56
s0609,Level1,A,0.31
s0609,Level1,B,0.23
s0609,Level1,C,0.39
s0609,Level2,A,0.36
s0609,Level2,B,0.32
s0609,Level2,C,0.44
s0609,Level3,A,0.48
s0609,Level3,B,0.56
s0609,Level3,C,0.24
s0609,Level4,A,1.98
s0609,Level4,B,2.11
s0609,Level4,C,2.89
s0610,Level1,A,0.39
s0610,Level1,B,0.66
s0610,Level1,C,0.48
s0610,Level2,A,0.55
s0610,Level2,B,0.26
s0610,Level2,C,0.36
s0610,Level3,A,0.51
s0610,Level3,B,0.38
s0610,Level3,C,0.88
s0610,Level4,A,2.07
s0610,Level4,B,6.39
s0610,Level4,C,3.43
s0611,Level1,A,0.24
s0611,Level1,B,0.15
s0611,Level1,C,0.26
s0611,Level2,A,0.16
s0611,Level2,B,0.4
s0611,Level2,C,0.27
s0611,Level3,A,0.17
s0611,Level3,B,0.24
s0611,Level3,C,0.29
s0611,Level4,A,1.83
s0611,Level4,B,1.29
s0611,Level4,C,0.97
s0612,Level1,A,2.58
s0612,Level1,B,1.52
s0612,Level1,C,1.09
s0612,Level2,A,1.58
s0612,Level2,B,0.64
s0612,Level2,C,1.31
s0612,Level3,A,1.65
s0612,Level3,B,2.13
s0612,Level3,C,2.05
s0612,Level4,A,9.82
s0612,Level4,B,7.41
s0612,Level4,C,11.6
s0613,Level1,A,0.38
s0613,Level1,B,0.66
s0613,Level1,C,0.39
s0613,Level2,A,1.09
s0613,Level2,B,0.35
s0613,Level2,C,0.29
s0613,Level3,A,0.41
s0613,Level3,B,0.5
s0613,Level3,C,0.41
s0613,Level4,A,1.55
s0613,Level4,B,1.71
s0613,Level4,C,2.56
s0614,Level1,A,0.46
s0614,Level1,B,0.28
s0614,Level1,C,0.52
s0614,Level2,A,0.42
s0614,Level2,B,0.38
s0614,Level2,C,0.82
s0614,Level3,A,0.72
s0614,Level3,B,0.77
s0614,Level3,C,0.17
s0614,Level4,A,2.87
s0614,Level4,B,1.96
s0614,Level4,C,3.75
s0615,Level1,A,0.34
s0615,Level1,B,0.24
s0615,Level1,C,0.52
s0615,Level2,A,0.31
s0615,Level2,B,0.28
s0615,Level2,C,0.68
s0615,Level3,A,0.21
s0615,Level3,B,0.32
s0615,Level3,C,0.25
s0615,Level4,A,3.18
s0615,Level4,B,4.06
s0615,Level4,C,4.46
s0616,Level1,A,1.02
s0616,Level1,B,0.51
s0616,Level1,C,0.46
s0616,Level2,A,0.5
s0616,Level2,B,1.64
s0616,Level2,C,0.79
s0616,Level3,A,1.09
s0616,Level3,B,0.93
s0616,Level3,C,0.76
s0616,Level4,A,2.73
s0616,Level4,B,5.3
s0616,Level4,C,2.65
s0617,Level1,A,0.87
s0617,Level1,B,0.47
s0617,Level1,C,0.35
s0617,Level2,A,0.23
s0617,Level2,B,0.46
s0617,Level2,C,0.41
s0617,Level3,A,0.97
s0617,Level3,B,0.17
s0617,Level3,C,0.2
s0617,Level4,A,2.52
s0617,Level4,B,2.37
s0617,Level4,C,1.82
s0618,Level1,A,0.39
s0618,Level1,B,0.33
s0618,Level1,C,0.3
s0618,Level2,A,0.2
s0618,Level2,B,0.36
s0618,Level2,C,0.26
s0618,Level3,A,0.88
s0618,Level3,B,0.28
s0618,Level3,C,0.53
s0618,Level4,A,1.48
s0618,Level4,B,2.49
s0618,Level4,C,3.16
s0619,Level1,A,0.55
s0619,Level1,B,0.54
s0619,Level1,C,0.52
s0619,Level2,A,0.68
s0619,Level2,B,0.48
s0619,Level2,C,0.43
s0619,Level3,A,0.68
s0619,Level3,B,0.57
s0619,Level3,C,0.33
s0619,Level4,A,3.49
s0619,Level4,B,4.63
s0619,Level4,C,1.95
s0620,Level1,A,0.54
s0620,Level1,B,0.56
s0620,Level1,C,0.3
s0620,Level2,A,0.35
s0620,Level2,B,0.48
s0620,Level2,C,1.12
s0620,Level3,A,0.23
s0620,Level3,B,0.37
s0620,Level3,C,0.4
s0620,Level4,A,3.54
s0620,Level4,B,1.93
s0620,Level4,C,1.18
s0621,Level1,A,0.46
s0621,Level1,B,0.49
s0621,Level1,C,1.34
s0621,Level2,A,1.15
s0621,Level2,B,0.85
s0621,Level2,C,0.78
s0621,Level3,A,0.5
s0621,Level3,B,0.22
s0621,Level3,C,0.51
s0621,Level4,A,3.03
s0621,Level4,B,3.17
s0621,Level4,C,6.32
s0622,Level1,A,0.38
s0622,Level1,B,0.22
s0622,Level1,C,0.45
s0622,Level2,A,0.48
s0622,Level2,B,0.36
s0622,Level2,C,0.72
s0622,Level3,A,0.56
s0622,Level3,B,0.43
s0622,Level3,C,0.51
s0622,Level4,A,4.29
s0622,Level4,B,3.62
s0622,Level4,C,2.41
s0623,Level1,A,0.48
s0623,Level1,B,0.3
s0623,Level1,C,0.5
s0623,Level2,A,0.84
s0623,Level2,B,0.72
s0623,Level2,C,0.53
s0623,Level3,A,0.37
s0623,Level3,B,0.91
s0623,Level3,C,0.52
s0623,Level4,A,4.27
s0623,Level4,B,3.24
s0623,Level4,C,3.82
s0624,Level1,A,0.4
s0624,Level1,B,0.42
s0624,Level1,C,0.27
s0624,Level2,A,0.48
s0624,Level2,B,0.11
s0624,Level2,C,0.5
s0624,Level3,A,0.41
s0624,Level3,B,0.12
s0624,Level3,C,0.2
s0624,Level4,A,0.77
s0624,Level4,B,1.45
s0624,Level4,C,1.96
s0625,Level1,A,1.25
s0625,Level1,B,1.64
s0625,Level1,C,1.44
s0625,Level2,A,0.79
s0625,Level2,B,0.77
s0625,Level2,C,1.14
s0625,Level3,A,1.07
s0625,Level3,B,1.72
s0625,Level3,C,1.72
s0625,Level4,A,6.78
s0625,Level4,B,6.82
s0625,Level4,C,2.25
s0626,Level1,A,0.4
s0626,Level1,B,0.67
s0626,Level1,C,0.47
s0626,Level2,A,1.33
s0626,Level2,B,0.95
s0626,Level2,C,1.29
s0626,Level3,A,0.94
s0626,Level3,B,0.55
s0626,Level3,C,0.64
s0626,Level4,A,5.16
s0626,Level4,B,5.54
s0626,Level4,C,2.05
s0627,Level1,A,0.77
s0627,Level1,B,0.35
s0627,Level1,C,0.24
s0627,Level2,A,0.88
s0627,Level2,B,1.13
s0627,Level2,C,0.71
s0627,Level3,A,0.75
s0627,Level3,B,0.25
s0627,Level3,C,0.27
s0627,Level4,A,1.43
s0627,Level4,B,3.2
s0627,Level4,C,3.19
s0628,Level1,A,1.13
s0628,Level1,B,0.57
s0628,Level1,C,0.73
s0628,Level2,A,0.4
s0628,Level2,B,0.74
s0628,Level2,C,0.5
s0628,Level3,A,1.23
s0628,Level3,B,0.41
s0628,Level3,C,0.51
s0628,Level4,A,1.13
s0628,Level4,B,4.14
s0628,Level4,C,4.98
s0629,Level1,A,0.81
s0629,Level1,B,0.62
s0629,Level1,C,0.77
s0629,Level2,A,0.27
s0629,Level2,B,0.81
s0629,Level2,C,0.64
s0629,Level3,A,0.85
s0629,Level3,B,0.27
s0629,Level3,C,0.32
s0629,Level4,A,4.73
s0629,Level4,B,7.24
s0629,Level4,C,3
s0630,Level1,A,0.47
s0630,Level1,B,0.84
s0630,Level1,C,0.55
s0630,Level2,A,0.78
s0630,Level2,B,1.45
s0630,Level2,C,0.53
s0630,Level3,A,0.78
s0630,Level3,B,0.89
s0630,Level3,C,0.92
s0630,Level4,A,2.73
s0630,Level4,B,4.33
s0630,Level4,C,4.44
s0631,Level1,A,1.18
s0631,Level1,B,0.55
s0631,Level1,C,1.14
s0631,Level2,A,0.35
s0631,Level2,B,0.77
s0631,Level2,C,0.77
s0631,Level3,A,0.82
s0631,Level3,B,0.62
s0631,Level3,C,0.6
s0631,Level4,A,2.45
s0631,Level4,B,6.28
s0631,Level4,C,3.66
s0632,Level1,A,0.87
s0632,Level1,B,1.12
s0632,Level1,C,1.42
s0632,Level2,A,1.33
s0632,Level2,B,0.65
s0632,Level2,C,0.53
s0632,Level3,A,1.62
s0632,Level3,B,0.91
s0632,Level3,C,0.76
s0632,Level4,A,4.89
s0632,Level4,B,10.54
s0632,Level4,C,3.87
s0633,Level1,A,1.25
s0633,Level1,B,0.5
s0633,Level1,C,0.5
s0633,Level2,A,1.15
s0633,Level2,B,0.78
s0633,Level2,C,1.31
s0633,Level3,A,0.43
s0633,Level3,B,0.81
s0633,Level3,C,0.63
s0633,Level4,A,2.35
s0633,Level4,B,3.82
s0633,Level4,C,7.6
s0634,Level1,A,0.18
s0634,Level1,B,1.28
s0634,Level1,C,0.62
s0634,Level2,A,1.13
s0634,Level2,B,0.7
s0634,Level2,C,0.7
s0634,Level3,A,1.39
s0634,Level3,B,0.93
s0634,Level3,C,1.53
s0634,Level4,A,5.87
s0634,Level4,B,9.83
s0634,Level4,C,5.14
s0635,Level1,A,0.38
s0635,Level1,B,0.57
s0635,Level1,C,0.47
s0635,Level2,A,0.49
s0635,Level2,B,0.54
s0635,Level2,C,0.89
s0635,Level3,A,0.47
s0635,Level3,B,0.89
s0635,Level3,C,1.56
s0635,Level4,A,3.2
s0635,Level4,B,2.66
s0635,Level4,C,15.37
s0636,Level1,A,0.61
s0636,Level1,B,0.75
s0636,Level1,C,0.4
s0636,Level2,A,0.42
s0636,Level2,B,0.21
s0636,Level2,C,0.46
s0636,Level3,A,0.42
s0636,Level3,B,0.25
s0636,Level3,C,0.68
s0636,Level4,A,2.79
s0636,Level4,B,2.55
s0636,Level4,C,2.73
s0637,Level1,A,1.18
s0637,Level1,B,0.99
s0637,Level1,C,0.47
s0637,Level2,A,0.62
s0637,Level2,B,0.48
s0637,Level2,C,0.37
s0637,Level3,A,0.31
s0637,Level3,B,0.69
s0637,Level3,C,1.64
s0637,Level4,A,4.2
s0637,Level4,B,4.35
s0637,Level4,C,1.12
s0638,Level1,A,2.47
s0638,Level1,B,0.53
s0638,Level1,C,1.68
s0638,Level2,A,0.88
s0638,Level2,B,1.57
s0638,Level2,C,0.67
s0638,Level3,A,0.64
s0638,Level3,B,0.72
s0638,Level3,C,0.95
s0638,Level4,A,3.65
s0638,Level4,B,7.88
s0638,Level4,C,2.47
s0639,Level1,A,0.27
s0639,Level1,B,0.56
s0639,Level1,C,0.32
s0639,Level2,A,0.32
s0639,Level2,B,0.68
s0639,Level2,C,0.74
s0639,Level3,A,0.34
s0639,Level3,B,0.27
s0639,Level3,C,0.73
s0639,Level4,A,1.8
s0639,Level4,B,3.43
s0639,Level4,C,1.79
s0640,Level1,A,1.03
s0640,Level1,B,0.46
s0640,Level1,C,0.62
s0640,Level2,A,0.53
s0640,Level2,B,0.48
s0640,Level2,C,0.55
s0640,Level3,A,0.54
s0640,Level3,B,0.29
s0640,Level3,C,0.63
s0640,Level4,A,2.08
s0640,Level4,B,4.33
s0640,Level4,C,3.33
s0641,Level1,A,0.26
s0641,Level1,B,0.38
s0641,Level1,C,0.25
s0641,Level2,A,0.52
s0641,Level2,B,0.42
s0641,Level2,C,0.24
s0641,Level3,A,0.4
s0641,Level3,B,0.38
s0641,Level3,C,0.38
s0641,Level4,A,2.08
s0641,Level4,B,1.48
s0641,Level4,C,3.29
s0642,Level1,A,1.64
s0642,Level1,B,1.93
s0642,Level1,C,1.15
s0642,Level2,A,0.96
s0642,Level2,B,0.96
s0642,Level2,C,1.12
s0642,Level3,A,0.91
s0642,Level3,B,0.79
s0642,Level3,C,0.9
s0642,Level4,A,6.29
s0642,Level4,B,2.26
s0642,Level4,C,12.77
s0643,Level1,A,0.66
s0643,Level1,B,0.34
s0643,Level1,C,0.14
s0643,Level2,A,0.63
s0643,Level2,B,0.31
s0643,Level2,C,0.58
s0643,Level3,A,0.69
s0643,Level3,B,0.25
s0643,Level3,C,0.33
s0643,Level4,A,1.38
s0643,Level4,B,6.87
s0643,Level4,C,1.79
s0644,Level1,A,0.62
s0644,Level1,B,0.56
s0644,Level1,C,0.26
s0644,Level2,A,0.38
s0644,Level2,B,0.63
s0644,Level2,C,0.67
s0644,Level3,A,0.53
s0644,Level3,B,1.22
s0644,Level3,C,0.59
s0644,Level4,A,4.92
s0644,Level4,B,6.46
s0644,Level4,C,6.02
s0645,Level1,A,0.13
s0645,Level1,B,0.26
s0645,Level1,C,0.26
s0645,Level2,A,0.32
s0645,Level2,B,0.14
s0645,Level2,C,0.26
s0645,Level3,A,0.2
s0645,Level3,B,0.23
s0645,Level3,C,0.65
s0645,Level4,A,1.59
s0645,Level4,B,1.21
s0645,Level4,C,1.34
s0646,Level1,A,0.94
s0646,Level1,B,0.4
s0646,Level1,C,0.43
s0646,Level2,A,0.3
s0646,Level2,B,0.59
s0646,Level2,C,0.4
s0646,Level3,A,0.14
s0646,Level3,B,0.36
s0646,Level3,C,0.4
s0646,Level4,A,1.14
s0646,Level4,B,3.52
s0646,Level4,C,2.8
s0647,Level1,A,0.48
s0647,Level1,B,0.74
s0647,Level1,C,0.21
s0647,Level2,A,0.94
s0647,Level2,B,0.36
s0647,Level2,C,0.65
s0647,Level3,A,0.37
s0647,Level3,B,0.41
s0647,Level3,C,0.38
s0647,Level4,A,4.05
s0647,Level4,B,0.9
s0647,Level4,C,1.44
s0648,Level1,A,0.8
s0648,Level1,B,0.2
s0648,Level1,C,0.42
s0648,Level2,A,0.29
s0648,Level2,B,0.34
s0648,Level2,C,0.43
s0648,Level3,A,0.17
s0648,Level3,B,0.7
s0648,Level3,C,1.08
s0648,Level4,A,3.42
s0648,Level4,B,3.29
s0648,Level4,C,3.38
s0649,Level1,A,0.31
s0649,Level1,B,0.39
s0649,Level1,C,0.33
s0649,Level2,A,0.66
s0649,Level2,B,0.33
s0649,Level2,C,0.4
